name,description,image,perfumeHouse,notes,product_url
Flower Moon: Red Poppy Pod and Blue Lilac,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/05/Red-Poppy-Pod-and-Blue-Lilac-FLOWER-MOON-LUNACY-DUETS-2024-WEB-UNFLAT-2-LINE-SPACE-600x600.jpg,Black Phoenix Alchemy Lab,"[""lilac - blue"", ""little lunacy"", ""poppy pod - red""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/flower-moon-red-poppy-pod-and-blue-lilac-perfume-oil/
Delightful Gargantuan Vagina,"Red mango pulp, sugared orange blossom, mimosa, pink musk, and sweet incense.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/delightful-gargantuan-vagina-shunga-2024-WEB-600x427.jpg,Black Phoenix Alchemy Lab,"[""musk - pink"", ""orange"", ""mango pulp - red"", ""musk"", ""mimosa"", ""sugared orange blossom"", ""orange blossom - sugared"", ""incense - sweet"", ""red mango"", ""pink musk""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/novel-ideas-for-secret-amusements-2024/delightful-gargantuan-vagina-perfume-oil/
King of Hearts,‘How do you like the Queen?’ said the Cat in a low voice.,https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/king-of-hearts-600x467.jpg,Black Phoenix Alchemy Lab,"[""cherry - black"", ""musk - white"", ""rosewood"", ""lavender"", ""musk - red"", ""mad tea party""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/mad-tea-party/the-king-of-hearts/
Batty Perversion,"Spiced rum, tobacco absolute and leather, caramelized tonka, chardonnay, and black musk.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/10/batty-perversion-bats-in-the-belfry-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""bat in the belfry 2023"", ""musk - black"", ""leather"", ""rum - spiced"", ""tonka - caramelized"", ""musk"", ""halloween 2023"", ""wine - chardonnay"", ""black musk"", ""black musk""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/bats-in-the-belfry-2023/batty-perversion-perfume-oil/
Carved Wooden Bawdy House,"Let your fingers wander along this ornately carved teak banister, polished to a high gloss by the rough hands of countless miniature clients being led upstairs to taste trickles of sugar maple sap, illuminated by a cherry-red light and suffused with decadent, lustrous perfumes.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/CARVED-WOODEN-BAWDY-HOUSE-2-Yule-Carved-Village-web-600x452.jpg,Black Phoenix Alchemy Lab,"[""red light"", ""cherry"", ""yule 2023"", ""november 2023"", ""teak"", ""yule main 2023"", ""sugar maple""]",https://blackphoenixalchemylab.com/shop/in-memoriam/yule/yule-2023/carved-wooden-holiday-village-2023/carved-wooden-bawdy-house-perfume-oil/
I Sit and Sew,"I sit and sew – a useless task it seems,My hands grown tired, my head weighed down with dreams –The panoply of war, the martial tred of men,Grim-faced, stern-eyed, gazing beyond the kenOf lesser souls, whose eyes have not seen Death,Nor learned to hold their lives but as a breath –But – I must sit and sew.",https://blackphoenixalchemylab.com/wp-content/uploads/2019/05/may10-WEB-i-sit-and-sew-600x473.jpg,Black Phoenix Alchemy Lab,"[""musk - white"", ""tea leaf"", ""vanilla"", ""jasmine sambac"", ""violet leaf""]",https://blackphoenixalchemylab.com/shop/activism/unbound/i-sit-and-sew-perfume-oil/
Carved Wooden Nativity Scene,Smoke trails of frankincense and myrrh threading around an expertly whittled maplewood tableau.,https://blackphoenixalchemylab.com/wp-content/uploads/2024/11/CARVED-WOODEN-NATIVITY-SCENE-Yule-2024-WEB-600x452.jpg,Black Phoenix Alchemy Lab,"[""smoke"", ""maplewood"", ""frankincense"", ""myrrh""]",https://blackphoenixalchemylab.com/shop/yule-2024/carved-wooden-holiday-village-yule-2024/carved-wooden-nativity-scene-perfume-oil/
Depraved,"A salacious, lecherous, leering scent – dirty and dark, slapped with a wet sweetness. Earthy black patchouli swelling with apricot.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Depraved-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""earthy"", ""salacious"", ""dirty"", ""apricot"", ""black patchouli"", ""patchouli""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/ars-amatoria/depraved/
The Jersey Devil,"It was about three feet and half high, with a head like a collie dog and a face like a horse. It had a long neck, wings about two feet long, and its back legs were like those of a crane, and it had horse’s hooves. It walked on its back legs and held up two short front legs with paws on them. It didn’t use the front legs at all while we were watching. My wife and I were scared, I tell you, but I managed to open the window and say, “Shoo”, and it turned around barked at me, and flew away.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Jersey-Devil-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""wood - cedar"", ""beautiful"", ""blackberry"", ""tomato leaf"", ""cranberry"", ""pine barren"", ""wild"", ""haunting""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/bewitching-brews/the-jersey-devil/
Zenith Nail Polish,Red-based purple linear holographic filled with holo microflake and sparks of rose.,https://blackphoenixalchemylab.com/wp-content/uploads/2019/05/ZENITH-600x450.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""nail polish""]",https://blackphoenixalchemylab.com/shop/body-beauty/nail-polish/zenith-nail-polish/
Butterscotch and Gummy Candy Witch,"She blinked but remained silent, clouding the glass with her sticky breath.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/09/butterscotch-and-gummy-candy-witch-drew-23-WEB-600x750.jpg,Black Phoenix Alchemy Lab,"[""nightmare novellas 2023"", ""halloween 2023"", ""coffee bean - burnt"", ""butterscotch brittle"", ""apple gummy - sour""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/nightmare-novellas/butterscotch-and-gummy-candy-witch-perfume-oil/
Aizen-Myoo,"A bright, bittersweet scent honoring the Japanese Deity of Love and Passion. Aizen-Myoo is one of the vidyarajas, the Shingon’s Radiant Kings of Wisdom. Though Aizen-Myoo possesses the lust, grace and passion of both genders, he most often appears to his followers as male. His face is screwed into a fearsome demonic mask, but this is only the wrathful, fierce countenance he places over himself to guide and empower his children. Aizen-Myoo is the patron of prostitutes, of joyous, unbridled sexuality and of all forms of erotic love and is worshipped by all those in the sex industry, musicians, and – oddly – landlords.",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/AIZEN-MYOO-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""yuzu"", ""kaki"", ""erotic"", ""love"", ""lust"", ""bright"", ""tea - black"", ""bittersweet"", ""passion"", ""mikan""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/excolo/aizen-myoo/
Snooty Bat,"On Fridays, we wear black: sugared patchouli, nag champa, black leather, and clove.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/03/snooty-bat-singularity-2023-web-600x483.jpg,Black Phoenix Alchemy Lab,"[""bat in the belfry 2023"", ""black leather"", ""clove"", ""halloween 2023"", ""leather"", ""patchouli""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/bats-in-the-belfry-2023/snooty-bat-perfume-oil-2/
Absinthe,"Fall under the spell of our Green Fairy! An intoxicating blend containing wormwood essence, light mints, cardamom, anise, hyssop, and the barest hint of lemon.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Absinthe-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""green fairy"", ""hyssop"", ""mint"", ""wormwood"", ""cardamom"", ""lemon"", ""anise""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/bewitching-brews/absinthe/
Midnight Mass Hair Gloss,"This perfume is a traditional Roman Catholic sacramental incense, most often used during a Solemn Mass. Traditionally, five tears of this incense, each encased individually in wax that has been fashioned into the shape of a nail, are inserted into the paschal candle. This is, of course, represents the Five Wounds of Our Risen Savior. Symbolically, the burning of the incense signifies spiritual fervor, the fragrance itself inspires virtue, and the rising smoke carries our prayers to God.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/11/midnight-mass-2024-yule-hair-gloss-WEB-600x600.jpg,Black Phoenix Alchemy Lab,[],https://blackphoenixalchemylab.com/shop/yule-2024/yule-hair-gloss/midnight-mass-hair-gloss/
Seraphim,"A perfume sacred to the highest of the angelic hosts: calla lily, wisteria, white sandalwood, Damascus rose and frankincense.",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/Seraphim-600x467.jpg,Black Phoenix Alchemy Lab,"[""rose"", ""lily - calla"", ""sandalwood"", ""sandalwood - white"", ""wisteria"", ""sacred"", ""white sandalwood"", ""lily"", ""biblical - angel"", ""frankincense""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/sin-and-salvation/seraphim/
Imp Pack: Adventure Pack 6 – Alignment & Gear,"–ChaoticA whirling mélange of multicolored musks with wasabi, rooibos, heliotrope, and mastic.",https://blackphoenixalchemylab.com/wp-content/uploads/2025/04/Adventure-Pack-VI-WEB-600x470.jpg,Black Phoenix Alchemy Lab,"[""rpg""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/rpg-series/imp-pack-adventure-pack-6-alignment-gear-perfume-oil/
Mondeken Toe,Quentin Metsys,https://blackphoenixalchemylab.com/wp-content/uploads/2024/04/MONDEKEN-TOE-FOOLS-2024-WEB-600x749.jpg,Black Phoenix Alchemy Lab,"[""mint - crushed"", ""leather accord"", ""oakmoss"", ""amber"", ""peru balsam"", ""musk - red"", ""teakwood""]",https://blackphoenixalchemylab.com/shop/in-memoriam/surely-you-jest/mondeken-toe-perfume-oil/
The Lights of Men’s Lives,"When Death saw that for a second time he was defrauded of his own property, he walked up to the physician with long strides, and said, “All is over with thee, and now the lot falls on thee,” and seized him so firmly with his ice-cold hand, that he could not resist, and led him into a cave below the earth. There he saw how thousands and thousands of candles were burning in countless rows, some large, others half-sized, others small. Every instant some were extinguished, and others again burnt up, so that the flames seemed to leap hither and thither in perpetual change. “See,” said Death, “these are the lights of men’s lives. The large ones belong to children, the half-sized ones to married people in their prime, the little ones belong to old people; but children and young folks likewise have often only a tiny candle.” “Show me the light of my life,” said the physician, and he thought that it would be still very tall. Death pointed to a little end which was just threatening to go out, and said, “Behold, it is there.”",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/LIGHTS-OF-MENS-LIVES-THE-600x467.jpg,Black Phoenix Alchemy Lab,"[""death"", ""element - fire"", ""smoke""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/marchen/godfather-death/the-lights-of-mens-lives/
Yorick,"Alas, poor Yorick! I knew him, Horatio; a fellow of infinite jest, of most excellent fancy; he hath borne me on his back a thousand times; and now, how abhorred in my imagination it is! My gorge rises at it. Here hung those lips that I have kissed I know not how oft. Where be your gibes now?",https://blackphoenixalchemylab.com/wp-content/uploads/2013/07/YORICK-600x467.jpg,Black Phoenix Alchemy Lab,"[""decay"", ""bone"", ""angel's trumpet"", ""finality"", ""death - graveyard dirt"", ""shakespeare""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/illyria/yorick/
"Ruby Chocolate, Blackcurrant, and Pomegranate",$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/RUBY-CHOCOLATE-BLACKCURRANT-AND-POMEGRANATE-box-of-chocolates-2024-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""pomegranate"", ""chocolate - ruby"", ""blackcurrant""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/lupercalia-2024/box-of-chocolates-2024/ruby-chocolate-blackcurrant-and-pomegranate-perfume-oil/
Stimulating Sassafras Strengthener,"Valuable in relieving the vapors and in reversing depraved conditions of the system. Doc Constantine’s tonics will make you happy, hale, and hearty.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Stimulating-Sassafras-Strengthener-1-600x468.jpg,Black Phoenix Alchemy Lab,"[""oak leaf"", ""vanilla extract"", ""sassafras"", ""onycha"", ""butter co2 extract""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/pharmacopeia/stimulating-sassafras-strengthener/
Funnel of Love,"17-year aged black patchouli, champaca flower, cardamom bud, green coriander, Haitian vetiver, red vegetal musk, black pepper, night-blooming jasmine, and leather.",https://blackphoenixalchemylab.com/wp-content/uploads/2014/06/Funnel-of-Love.jpg,Black Phoenix Alchemy Lab,"[""jasmine - night blooming"", ""black patchouli"", ""cardamom bud"", ""musk"", ""red vegetal"", ""coriander - green"", ""champaca flower"", ""vetiver"", ""red vegetal musk"", ""musk - red""]",https://blackphoenixalchemylab.com/shop/only-lovers-left-alive/soundtrack/funnel-love/
"Dark Chocolate, Vanilla Absolute, Black Pepper, and Bulgarian Rose",$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/02/DARK-CHOCOLATE-VANILLA-ABSOLUTE-BLACK-PEPPER-AND-BULGARIAN-ROSE-box-of-chocolates-2024-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""rose - bulgarian"", ""chocolate - dark"", ""pepper - black"", ""vanilla absolute""]",https://blackphoenixalchemylab.com/shop/in-memoriam/lupercalia/lupercalia-2024/box-of-chocolates-2024/dark-chocolate-vanilla-absolute-black-pepper-and-bulgarian-rose-perfume-oil/
On Buying and Selling,"To you the earth yields her fruit, and you shall not want if you but know how to fill your hands.",https://blackphoenixalchemylab.com/wp-content/uploads/2025/05/ON-BUYING-SELLING-Web-The-Prophet-600x473.jpg,Black Phoenix Alchemy Lab,"[""pomegranate"", ""frankincense smoke"", ""fig - black"", ""date"", ""apricot"", ""little lunacy"", ""apple - golden"", ""activism""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/the-prophet-2025-lunacy-fundraiser/on-buying-and-selling-perfume-oil/
TKO Home & Linen Spray,"“Many things – such as loving, going to sleep, or behaving unaffectedly – are done worst when we try hardest to do them.”",https://blackphoenixalchemylab.com/wp-content/uploads/2020/08/TKO-Atmosphere-Spray-1-600x691.jpg,Black Phoenix Alchemy Lab,"[""squirt"", ""atmosphere spray""]",https://blackphoenixalchemylab.com/shop/home-linen/home-linen-spray/tko-home-linen-spray/
Skull White Nail Polish,"Metallic skull-white, shards of bone splintering through flesh, blood, and sinew.",https://blackphoenixalchemylab.com/wp-content/uploads/2019/07/Polish_Skull_White.jpg,Black Phoenix Alchemy Lab,"[""nail polish""]",https://blackphoenixalchemylab.com/shop/body-beauty/nail-polish/skull-white-nail-polish/
Deer Moon 2024,"Out of the mid-wood’s twilightInto the meadow’s dawn,Ivory limbed and brown-eyed,Flashes my Faun!He skips through the copses singing,And his shadow dances along,And I know not which I should follow,Shadow or song!O Hunter, snare me his shadow!O Nightingale, catch me his strain!Else moonstruck with music and madnessI track him in vain!– Oscar WildeMoonstruck with music and madness: warm russet musk, toasted sandalwood, cacao, blood-tipped blackberry thorns, and oak bark.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/07/deer-moon-web-2024-600x483.jpg,Black Phoenix Alchemy Lab,"[""blackberry thorn"", ""sandalwood - toasted"", ""sandalwood"", ""musk"", ""oak bark"", ""musk - russet"", ""warm russet musk"", ""cacao"", ""little lunacy"", ""oak""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/deer-moon-2024-perfume-oil/
Vixen Red,"Confidence, sensuality, glamour. Ripe black cherries, velvety red rose, and a flirtatious sparkle of pink pepper glide seamlessly through iris-touched vanilla bean wax.",https://blackphoenixalchemylab.com/wp-content/uploads/2025/02/Vixen-Red-On-Lovers-Lips-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""cherry - black"", ""rose"", ""vanilla bean wax"", ""red rose"", ""vanilla"", ""iris"", ""pink pepper"", ""black cherry"", ""pepper - pink"", ""on lovers' lip""]",https://blackphoenixalchemylab.com/shop/lupercalia-2025/on-lovers-lips/vixen-red-perfume-oil/
English Magpie Eating Cake,"Rubens PealeVanilla sponge cake, royal icing, pudding wine, honey dust, and black fig.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/11/english-magpie-eating-cake-november-2024-beaver-moon-art-WEB-600x415.jpg,Black Phoenix Alchemy Lab,"[""royal icing"", ""vanilla sponge cake"", ""black fig"", ""honey"", ""fig - black"", ""pudding wine"", ""honey dust""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/ars-anni/english-magpie-eating-cake-perfume-oil/
Hunter’s Moon: White Pumpkin and Bergamot,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/10/white-pumpkin-and-bergamot-lunacy-duets-2024-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""little lunacy"", ""bergamot"", ""pumpkin - white""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/lunacy/hunters-moon-white-pumpkin-and-bergamot-perfume-oil/
Rejane,Aubrey Beardsley,https://blackphoenixalchemylab.com/wp-content/uploads/2023/04/rejane-february-2023-art-WEB-600x962.jpg,Black Phoenix Alchemy Lab,"[""april 2023"", ""april 2023 lunacy"", ""silk brocade"", ""tea ros"", ""tea - black""]",https://blackphoenixalchemylab.com/shop/in-memoriam/limited-edition-in-memoriam/oml-its-finally-march/rejane-perfume-oil/
Harvest Moon: Blood Orange and Champagne,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/10/Blood-Orange-and-Champagne-LUNACY-DUET-WEB-2024-JPG-600x600.jpg,Black Phoenix Alchemy Lab,"[""little lunacy"", ""orange blood"", ""champagne""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/harvest-moon-blood-orange-and-champagne-perfume-oil/
Black Annis Nail Polish,CrèmeThe darkest point of nighttime; an ink-black terror.,https://blackphoenixalchemylab.com/wp-content/uploads/2019/05/Black-Annis-600x896.jpg,Black Phoenix Alchemy Lab,"[""black terror"", ""nail polish""]",https://blackphoenixalchemylab.com/shop/body-beauty/nail-polish/black-annis-nail-polish/
Ira Bath,Please note all bath oils are 4oz,https://blackphoenixalchemylab.com/wp-content/uploads/2019/05/Ira.jpg,Black Phoenix Alchemy Lab,"[""bath oil"", ""orange - blood"", ""patchouli"", ""vetiver""]",https://blackphoenixalchemylab.com/shop/bath/bath-oils/ira-bath-oil/
Gaudium Bath,Please note all bath oils are 4oz,https://blackphoenixalchemylab.com/wp-content/uploads/2019/05/Gaudium.jpg,Black Phoenix Alchemy Lab,"[""lemon verbena"", ""lavender"", ""grapefruit - pink"", ""bath oil"", ""geranium"", ""orange - bitter""]",https://blackphoenixalchemylab.com/shop/bath/bath-oils/gaudium-bath-oil/
Pomegranate Milk,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/11/POMEGRANATE-MILK-pomegranate-grove-2024-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""grove of pomegranate"", ""pomegranate"", ""milk""]",https://blackphoenixalchemylab.com/shop/yule-2024/grove-of-pomegranates/pomegranate-milk-perfume-oil/
Don’t Play Fetch with a Teenage Werewolf,An object landed at his feet with a thump. It was not the one he had thrown.,https://blackphoenixalchemylab.com/wp-content/uploads/2023/09/dont-play-fetch-with-a-teenage-werewolf-drew-23-WEB-600x750.jpg,Black Phoenix Alchemy Lab,"[""honey biscuit"", ""nightmare novellas 2023"", ""chocolate nougat bar"", ""fir - auburn warm"", ""halloween 2023""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/nightmare-novellas/dont-play-fetch-with-a-teenage-werewolf-perfume-oil/
Deer Moon: Blackberry and Wild Lilac,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/07/Blackberry-and-Wild-Lilac-DEER-MOON-LUNACY-DUETS-2024-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""little lunacy"", ""lilac - wild"", ""blackberry""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/deer-moon-blackberry-and-wild-lilac-perfume-oil/
Sachs,"A sensual scent, compelling and passionate, that stays close to the skin: Roman chamomile, bourbon vanilla, and smoky vanilla bean.",https://blackphoenixalchemylab.com/wp-content/uploads/2018/11/BPAL_logo_circle_Placeholder_T.jpg,Black Phoenix Alchemy Lab,"[""chamomile"", ""bewitching/ beguiling"", ""vanilla"", ""vanilla bourbon"", ""vanilla bean"", ""sensual"", ""passion""]",https://blackphoenixalchemylab.com/shop/hero-initiative/sachs-violens/sachs/
Harvest Apple Soap,"Hay bales, squished apples, strips of apple peel, and a swig of scotch. This soap has been polished with bright shades of blush, crimson, and spring green.",https://blackphoenixalchemylab.com/wp-content/uploads/2020/03/bpalsoap2020-harvest-apple-600x637.jpg,Black Phoenix Alchemy Lab,"[""scotch"", ""vegan"", ""apple"", ""hay"", ""soap"", ""apple peel""]",https://blackphoenixalchemylab.com/shop/bath/soaps/harvest-apple-soap/
La Nuit,"Auguste ReynaudA midnight sea of blackcurrant, wild plum, black hellebore silk, night blooming jasmine, and lilac incense, dotted with glittering specks of honeyed clove, elemi, Tahitian ginger, and muguet.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/05/la-nuit-may-art-WEB-600x744.jpg,Black Phoenix Alchemy Lab,"[""black hellebore silk"", ""jasmine - night blooming"", ""muguet"", ""blackcurrant"", ""clove"", ""clove - honeyed"", ""lilac incense"", ""ginger - tahitian"", ""elemi"", ""plum - wild""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/la-nuit-perfume-oil/
Strawberry Moon 2024: Red Currant and Silvered Musk,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/06/RED-CURRANT-AND-SILVERED-MUSK-strawberry-moon-duet-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""coming down sept24"", ""little lunacy"", ""currant - red"", ""musk - silvered""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/duets/strawberry-moon-2024-red-currant-and-silvered-musk-perfume-oil/
The Corn Spirit,"The Corn Spirit is supposed to take the form of a cat, and in some places in Germany children have been warned not to go into the corn-fields because ‘The cat sits there.’ In Silesia the reaper who cuts the last corn is called the ‘Tom-cat’ and is dressed up in rye-stalks, wearing a long plaited tail.",https://blackphoenixalchemylab.com/wp-content/uploads/2023/09/Human-Animals-THE-CORN-SPIRIT-web-600x473.jpg,Black Phoenix Alchemy Lab,"[""human animal 2023"", ""hay absolute"", ""chamomile - german"", ""rye stalk"", ""halloween 2023"", ""tilled soil"", ""corn husk""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/human-animals/the-corn-spirit-perfume-oil/
Pumpkin Spice Espresso Martini,A triple shot with extra drizzle to keep you vamping till the sun comes up.,https://blackphoenixalchemylab.com/wp-content/uploads/2023/09/PUMPKIN-SPICE-ESPRESSO-MARTINI-web-600x473.jpg,Black Phoenix Alchemy Lab,"[""halloween 2023""]",https://blackphoenixalchemylab.com/shop/in-memoriam/halloween/halloween-2023/pumpkin-patch-happy-hour/pumpkin-spice-espresso-martini-perfume-oil/
"Pomegranate, Wild Plum, and Green Tea",$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/POMEGRANATE-WILD-PLUM-AND-GREEN-TEA-pomegranate-grove-2023-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""pomegranate"", ""yule 2023"", ""november 2023"", ""plum - wild"", ""tea - green""]",https://blackphoenixalchemylab.com/shop/in-memoriam/yule/yule-2023/grove-of-pomegranates-2023/pomegranate-wild-plum-and-green-tea-perfume-oil/
"Galbanum, Ti Leaf, and Balsam",$28.00,https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/GALBANUM-TI-LEAF-AND-BALSAM-menage-WEB-2023.jpg,Black Phoenix Alchemy Lab,"[""balsam"", ""menage a trois 2023"", ""galbanum"", ""little lunacy"", ""ti leaf""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/menage-a-trois/galbanum-ti-leaf-and-balsam-perfume-oil/
Vultures on a Tree,"Antoine-Louis BaryeGurjum balsam, olibanum, blush sandalwood, linden blossom, mallow, mauve labdanum, tonka absolute, woodsy musk, purple dates, and dusty dragon’s blood resin.",https://blackphoenixalchemylab.com/wp-content/uploads/2025/03/vultures-on-a-tree-boney-moon-march-2025-art-WEB-600x418.jpg,Black Phoenix Alchemy Lab,"[""musk - woodsy"", ""dragon's blood resin"", ""balsam - gurjam"", ""sandalwood"", ""musk"", ""date - purple"", ""mallow"", ""woodsy musk"", ""labdanum"", ""sandalwood - blush""]",https://blackphoenixalchemylab.com/shop/a-little-lunacy-limited-edition/ars-anni/vultures-on-a-tree-perfume-oil/
Dragon Blorgh,"Hrnnnnghhhuuurgleh: Dracaena cinnabari, blackened opoponax, labdanum, black oud, champaca resin, 3-year aged patchouli, and cacao.",https://blackphoenixalchemylab.com/wp-content/uploads/2024/08/dragon-blorgh-DragonCon-2024-WEB-600x870.jpg,Black Phoenix Alchemy Lab,"[""opoponax - black"", ""champaca resin"", ""dracaena cinnabari"", ""labdanum"", ""oud - black"", ""patchouli - aged"", ""black oud"", ""cacao"", ""down 4sept24"", ""patchouli""]",https://blackphoenixalchemylab.com/shop/in-memoriam/virtualcon/virtualcon-atlanta-2024/dragon-blorgh-perfume-oil/
Snow Moon: Yuzu and Blackcurrant,$29.00,https://blackphoenixalchemylab.com/wp-content/uploads/2024/03/yuzu-and-blackcurrant-SNOW-MOON-LUNACY-DUETS-2024-WEB-600x600.jpg,Black Phoenix Alchemy Lab,"[""little lunacy"", ""yuzu"", ""blackcurrant""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/snow-moon-yuzu-and-blackcurrant-perfume-oil/
"Red Oakmoss, Cedarwood, and Sweet Patchouli",$28.00,https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/RED-OAKMOSS-CEDARWOOD-AND-SWEET-PATCHOULI-menage-WEB-2023.jpg,Black Phoenix Alchemy Lab,"[""patchouli - sweet"", ""menage a trois 2023"", ""cedarwood"", ""little lunacy"", ""oakmoss - red""]",https://blackphoenixalchemylab.com/shop/in-memoriam/a-little-lunacy/menage-a-trois/red-oakmoss-cedarwood-and-sweet-patchouli-perfume-oil/
Defututa,"Good Gods, what a night that was,The bed was so soft, and how we clung,Burning together, lying this way and that,Our uncontrollable passionsFlowing through our mouths.If I could only die that way,I’d say goodbye to the business of living.",https://blackphoenixalchemylab.com/wp-content/uploads/2012/12/Defututa-1-600x467.jpg,Black Phoenix Alchemy Lab,"[""sandalwood"", ""cinnamon"", ""honey"", ""vanilla"", ""champaca flower"", ""smoke"", ""jasmine"", ""olive blossom""]",https://blackphoenixalchemylab.com/shop/general-catalog-perfume-oils/ars-amatoria/defututa/
Luxuria Bath,Please note all bath oils are 4oz,https://blackphoenixalchemylab.com/wp-content/uploads/2019/05/Luxuria.jpg,Black Phoenix Alchemy Lab,"[""pomegranate"", ""vanilla"", ""musk - red"", ""currant - red"", ""nutmeg"", ""vanilla - bourbon"", ""bath oil"", ""orange - sweet"", ""patchouli""]",https://blackphoenixalchemylab.com/shop/bath/bath-oils/luxuria-bath-oil/
Lick it With Consent,A sugar-crusted vanilla peppermint stick!,https://blackphoenixalchemylab.com/wp-content/uploads/2023/11/lick-it-with-consent-2023-Yule-GC-WEB-600x473.jpg,Black Phoenix Alchemy Lab,"[""yule 2023"", ""vanilla"", ""peppermint stick"", ""november 2023"", ""yule main 2023"", ""sugar""]",https://blackphoenixalchemylab.com/shop/in-memoriam/yule/yule-2023/lick-it-with-consent-perfume-oil-2/
